symbol,company,purpose,event_date
SOUTHWEST,South West Pinnacle Exploration Limited,Financial Results/Other business matters,12-08-2024
PRUDMOULI,Prudential Sugar Corporation Limited,Financial Results,14-08-2024
INDIANB,Indian Bank,Financial Results,29-07-2024
ADANIENT,Adani Enterprises Limited,Financial Results,01-08-2024
SHAH,Shah Metacorp Limited,Other business matters,01-08-2024
AFFLE,Affle 3i Limited,Financial Results,03-08-2024
ICEMAKE,Ice Make Refrigeration Limited,Financial Results/Other business matters,08-08-2024
SUMIT,Sumit Woods Limited,Financial Results,12-08-2024
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,Financial Results,13-08-2024
MUFIN,Mufin Green Finance Limited,Financial Results/Fund Raising,13-08-2024
AVONMORE,Avonmore Capital & Management Services Limited,Financial Results,14-08-2024
BLBLIMITED,BLB Limited,Financial Results,14-08-2024
VINNY,Vinny Overseas Limited,Financial Results,14-08-2024
CAMS,Computer Age Management Services Limited,Financial Results/Dividend,02-08-2024
BATAINDIA,Bata India Limited,Financial Results/Dividend,06-08-2024
BORORENEW,BOROSIL RENEWABLES LIMITED,Fund Raising,12-08-2024
URAVIDEF,Uravi Defence and Technology Limited,Financial Results,13-08-2024
UCAL,UCAL LIMITED,Financial Results,14-08-2024
VASCONEQ,Vascon Engineers Limited,Financial Results/Other business matters,14-08-2024
INDOCO,Indoco Remedies Limited,Financial Results,23-07-2024
MGL,Mahanagar Gas Limited,Financial Results,25-07-2024
ALANKIT,Alankit Limited,Financial Results/Other business matters,27-07-2024
IMFA,Indian Metals & Ferro Alloys Limited,Financial Results/Other business matters,31-07-2024
SOMANYCERA,Somany Ceramics Limited,Financial Results,01-08-2024
NARMADA,Narmada Agrobase Limited,Financial Results,10-08-2024
EMMBI,Emmbi Industries Limited,Financial Results,12-08-2024
RUBFILA,Rubfila International Limited,Financial Results,12-08-2024
SIL,Standard Industries Limited,Financial Results,12-08-2024
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Financial Results,13-08-2024
TRIGYN,Trigyn Technologies Limited,Financial Results,14-08-2024
PRIMESECU,Prime Securities Limited,Financial Results,24-07-2024
BHEL,Bharat Heavy Electricals Limited,Financial Results,31-07-2024
TRIVENI,Triveni Engineering & Industries Limited,Financial Results,01-08-2024
AXISCADES,AXISCADES Technologies Limited,Financial Results,06-08-2024
NEOGEN,Neogen Chemicals Limited,Financial Results,07-08-2024
AGRITECH,Agri-Tech (India) Limited,Financial Results,08-08-2024
INSPIRISYS,Inspirisys Solutions Limited,Financial Results,08-08-2024
LYKALABS,Lyka Labs Limited,Financial Results/Other business matters,09-08-2024
RUBYMILLS,The Ruby Mills Limited,Financial Results,12-08-2024
BIGBLOC,Bigbloc Construction Limited,Financial Results,13-08-2024
LAXMICOT,Laxmi Cotspin Limited,Financial Results,13-08-2024
MTEDUCARE,MT Educare Limited,Financial Results/Other business matters,13-08-2024
SAMMAANCAP,Sammaan Capital Limited,Financial Results,13-08-2024
ATLANTAA,ATLANTAA LIMITED,Financial Results/Other business matters,14-08-2024
KNRCON,KNR Constructions Limited,Financial Results/Other business matters,14-08-2024
LOKESHMACH,Lokesh Machines Limited,Financial Results/Other business matters,14-08-2024
DODLA,Dodla Dairy Limited,Financial Results,22-07-2024
DBOL,Dhampur Bio Organics Limited,Financial Results,25-07-2024
ENIL,Entertainment Network (India) Limited,Financial Results/Other business matters,31-07-2024
WEBELSOLAR,Websol Energy System Limited,Financial Results,03-08-2024
COSMOFIRST,COSMO FIRST LIMITED,Financial Results,08-08-2024
JGCHEM,J.G.Chemicals Limited,Financial Results,08-08-2024
SHREERAMA,Shree Rama Multi-Tech Limited,Financial Results,09-08-2024
ALMONDZ,Almondz Global Securities Limited,Financial Results,12-08-2024
RELIABLE,Reliable Data Services Limited,Financial Results,12-08-2024
GROBTEA,The Grob Tea Company Limited,Financial Results,13-08-2024
JINDALSAW,Jindal Saw Limited,Stock Split,14-08-2024
KALAMANDIR,Sai Silks (Kalamandir) Limited,Financial Results,14-08-2024
POCL,Pondy Oxides & Chemicals Limited,Financial Results/Other business matters,22-07-2024
INTENTECH,Intense Technologies Limited,Financial Results/Other business matters,06-08-2024
BBTC,Bombay Burmah Trading Corporation Limited,Financial Results,08-08-2024
LIKHITHA,Likhitha Infrastructure Limited,Financial Results/Other business matters,09-08-2024
DHARMAJ,Dharmaj Crop Guard Limited,Financial Results,12-08-2024
ORTINGLOBE,ORTIN GLOBAL LIMITED,Financial Results/Other business matters,13-08-2024
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,Financial Results,14-08-2024
MADRASFERT,Madras Fertilizers Limited,Financial Results/Other business matters,14-08-2024
GREENLAM,Greenlam Industries Limited,Financial Results,22-07-2024
JSWHL,JSW Holdings Limited,Financial Results,24-07-2024
INDIGO,InterGlobe Aviation Limited,Financial Results,26-07-2024
SERVOTECH,Servotech Renewable Power System Limited,Financial Results/Other business matters,30-07-2024
ELECTCAST,Electrosteel Castings Limited,Financial Results,31-07-2024
ACLGATI,Allcargo Gati Limited,Financial Results,02-08-2024
SMSPHARMA,SMS Pharmaceuticals Limited,Financial Results/Other business matters,05-08-2024
ABFRL,Aditya Birla Fashion and Retail Limited,Financial Results,07-08-2024
ADVENZYMES,Advanced Enzyme Technologies Limited,Financial Results,10-08-2024
DYNPRO,Dynemic Products Limited,Financial Results,13-08-2024
MOTHERSON,Samvardhana Motherson International Limited,Financial Results,13-08-2024
DHARSUGAR,Dharani Sugars & Chemicals Limited,Financial Results,12-08-2024
BAIDFIN,Baid Finserv Limited,Financial Results,13-08-2024
GENCON,Generic Engineering Construction and Projects Limited,Financial Results,14-08-2024
HONDAPOWER,Honda India Power Products Limited,Other business matters,24-07-2024
OFSS,Oracle Financial Services Software Limited,Financial Results,24-07-2024
ELGIEQUIP,Elgi Equipments Limited,Financial Results,31-07-2024
TITAN,Titan Company Limited,Financial Results,02-08-2024
3MINDIA,3M India Limited,Financial Results/Other business matters,06-08-2024
BHARATGEAR,Bharat Gears Limited,Financial Results,08-08-2024
PRECAM,Precision Camshafts Limited,Financial Results,09-08-2024
MODTHREAD,Modern Threads (India) Limited,Financial Results,14-08-2024
VARDMNPOLY,Vardhman Polytex Limited,Financial Results,14-08-2024
SESHAPAPER,Seshasayee Paper and Boards Limited,Financial Results,20-07-2024
PGINVIT,POWERGRID Infrastructure Investment Trust,Financial Results/Other business matters,26-07-2024
MARALOVER,Maral Overseas Limited,Financial Results,01-08-2024
PSPPROJECT,PSP Projects Limited,Financial Results,02-08-2024
HIMATSEIDE,Himatsingka Seide Limited,Financial Results,03-08-2024
TIRUPATIFL,Tirupati Forge Limited,Financial Results,05-08-2024
EUROTEXIND,Eurotex Industries and Exports Limited,Financial Results,06-08-2024
IIFL,IIFL Finance Limited,Financial Results,06-08-2024
MADHUCON,Madhucon Projects Limited,Financial Results,06-08-2024
DIVGIITTS,Divgi Torqtransfer Systems Limited,Financial Results/Other business matters,09-08-2024
MASKINVEST,Mask Investments Limited,Financial Results,09-08-2024
CERA,Cera Sanitaryware Limited,Financial Results,12-08-2024
GALLANTT,Gallantt Ispat Limited,Financial Results/Other business matters,12-08-2024
NACLIND,NACL Industries Limited,Financial Results,14-08-2024
IGL,Indraprastha Gas Limited,Financial Results,24-07-2024
AAVAS,Aavas Financiers Limited,Financial Results,25-07-2024
PNBHOUSING,PNB Housing Finance Limited,Financial Results/Other business matters,25-07-2024
NTPC,NTPC Limited,Financial Results,27-07-2024
ASTRAZEN,AstraZeneca Pharma India Limited,Financial Results,08-08-2024
NAVA,NAVA LIMITED,Dividend,08-08-2024
VERTIS,Vertis Infrastructure Trust,Financial Results/Other business matters,08-08-2024
MEGASTAR,Megastar Foods Limited,Financial Results/Other business matters,09-08-2024
ACCURACY,Accuracy Shipping Limited,Financial Results,12-08-2024
BIRLANU,BirlaNu Limited,Financial Results,13-08-2024
SABEVENTS,Sab Events & Governance Now Media Limited,Financial Results,13-08-2024
UEL,Ujaas Energy Limited,Financial Results,13-08-2024
ORISSAMINE,The Orissa Minerals Development Company Limited,Financial Results,19-07-2024
JINDALSTEL,JINDAL STEEL LIMITED,Financial Results,24-07-2024
ALLDIGI,Alldigi Tech Limited,Financial Results,25-07-2024
JPPOWER,Jaiprakash Power Ventures Limited,Financial Results,27-07-2024
GPIL,Godawari Power And Ispat limited,Financial Results/Dividend/Other business matters,07-08-2024
IGARASHI,Igarashi Motors India Limited,Financial Results,08-08-2024
SHRADHA,Shradha Infraprojects Limited,Financial Results/Other business matters,10-08-2024
GIPCL,Gujarat Industries Power Company Limited,Financial Results,12-08-2024
MBECL,Mcnally Bharat Engineering Company Limited,Financial Results,13-08-2024
ORICONENT,Oricon Enterprises Limited,Financial Results/Other business matters,14-08-2024
HMVL,Hindustan Media Ventures Limited,Financial Results,25-07-2024
SHAH,Shah Metacorp Limited,Financial Results,25-07-2024
COLPAL,Colgate Palmolive (India) Limited,Financial Results,29-07-2024
ARVSMART,Arvind SmartSpaces Limited,Financial Results,30-07-2024
ANUP,The Anup Engineering Limited,Financial Results,31-07-2024
WELCORP,Welspun Corp Limited,Financial Results,07-08-2024
RACE,Race Eco Chain Limited,Financial Results,13-08-2024
BVCL,Barak Valley Cements Limited,Financial Results,14-08-2024
DEEDEV,DEE Development Engineers Limited,Financial Results/Other business matters,14-08-2024
PONNIERODE,Ponni Sugars (Erode) Limited,Financial Results,19-07-2024
NETWEB,Netweb Technologies India Limited,Financial Results/Dividend/Other business matters,20-07-2024
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Financial Results,29-07-2024
MAYURUNIQ,Mayur Uniquoters Ltd,Financial Results/Buyback,08-08-2024
JAGRAN,Jagran Prakashan Limited,Financial Results,10-08-2024
ARCHIDPLY,Archidply Industries Limited,Financial Results,13-08-2024
BAFNAPH,Bafna Pharmaceuticals Limited,Financial Results,13-08-2024
DCAL,Dishman Carbogen Amcis Limited,Financial Results,13-08-2024
MASFIN,MAS Financial Services Limited,Other business matters,14-08-2024
VHL,Vardhman Holdings Limited,Financial Results,14-08-2024
WSI,W S Industries (I) Limited,Financial Results/Other business matters,14-08-2024
KSOLVES,Ksolves India Limited,Financial Results,19-07-2024
BANDHANBNK,Bandhan Bank Limited,Financial Results,26-07-2024
FSL,Firstsource Solutions Limited,Financial Results,30-07-2024
GPTINFRA,GPT Infraprojects Limited,Financial Results,31-07-2024
DELHIVERY,Delhivery Limited,Financial Results,02-08-2024
SPANDANA,Spandana Sphoorty Financial Limited,Fund Raising,02-08-2024
LAGNAM,Lagnam Spintex Limited,Financial Results,03-08-2024
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,Financial Results,06-08-2024
MMTC,MMTC Limited,Financial Results/Other business matters,09-08-2024
GRMOVER,GRM Overseas Limited,Financial Results,12-08-2024
DNAMEDIA,Diligent Media Corporation Limited,Financial Results,13-08-2024
SANWARIA,Sanwaria Consumer Limited,Financial Results,13-08-2024
STARPAPER,Star Paper Mills Limited,Financial Results/Other business matters,13-08-2024
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,Financial Results,14-08-2024
JINDCOT,Jindal Cotex Limited,Financial Results,14-08-2024
OLAELEC,Ola Electric Mobility Limited,Financial Results,14-08-2024
VISHNU,Vishnu Chemicals Limited,Financial Results,14-08-2024
TTML,Tata Teleservices (Maharashtra) Limited,Financial Results/Other business matters,24-07-2024
EIHAHOTELS,EIH Associated Hotels Limited,Financial Results,05-08-2024
FORTIS,Fortis Healthcare Limited,Financial Results,06-08-2024
AMNPLST,Amines & Plasticizers Limited,Financial Results,08-08-2024
AVALON,Avalon Technologies Limited,Financial Results,08-08-2024
CONFIPET,Confidence Petroleum India Limited,Financial Results/Other business matters,08-08-2024
PRAXIS,Praxis Home Retail Limited,Fund Raising,08-08-2024
DCXINDIA,DCX Systems Limited,Financial Results,12-08-2024
SAMPANN,Sampann Utpadan India Limited,Financial Results,12-08-2024
DISHTV,Dish TV India Limited,Financial Results,13-08-2024
LEXUS,Lexus Granito (India) Limited,Other business matters,23-08-2024
NORTHARC,Northern Arc Capital Limited,Financial Results,30-09-2024
PNGJL,P N Gadgil Jewellers Limited,Financial Results,05-10-2024
DIACABS,Diamond Power Infrastructure Limited,Stock Split/Fund Raising,15-10-2024
WIPRO,Wipro Limited,Bonus,17-10-2024
SESHAPAPER,Seshasayee Paper and Boards Limited,Financial Results,19-10-2024
ARCOTECH,Arcotech Limited,Financial Results/Other business matters,12-11-2024
AKI,AKI India Limited,Financial Results,13-11-2024
SPANDANA,Spandana Sphoorty Financial Limited,Fund Raising,27-08-2024
MOKSH,Moksh Ornaments Limited,Other business matters,05-09-2024
CASTROLIND,Castrol India Limited,Financial Results,24-10-2024
LIBAS,Libas Consumer Products Limited,Other business matters,24-10-2024
TTKHLTCARE,TTK Healthcare Limited,Financial Results,25-10-2024
CDSL,Central Depository Services (India) Limited,Financial Results,26-10-2024
LGBBROSLTD,LG Balakrishnan & Bros Limited,Financial Results,28-10-2024
CCL,CCL Products (India) Limited,Financial Results,05-11-2024
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,Financial Results/Fund Raising,07-11-2024
SMSPHARMA,SMS Pharmaceuticals Limited,Financial Results/Other business matters,08-11-2024
GPTINFRA,GPT Infraprojects Limited,Financial Results/Dividend,12-11-2024
RELIGARE,Religare Enterprises Limited,Financial Results,12-11-2024
SKIPPER,Skipper Limited,Fund Raising,27-08-2024
TEMBO,Tembo Global Industries Limited,Dividend,29-08-2024
MAHSCOOTER,Maharashtra Scooters Limited,Financial Results,21-10-2024
UNITDSPR,United Spirits Limited,Financial Results,23-10-2024
MGL,Mahanagar Gas Limited,Financial Results,24-10-2024
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,Financial Results,28-10-2024
NORTHARC,Northern Arc Capital Limited,Financial Results,28-10-2024
KCPSUGIND,KCP Sugar and Industries Corporation Limited,Financial Results/Other business matters,29-10-2024
BLUECHIP,Blue Chip India Limited,Financial Results,05-11-2024
MAXHEALTH,Max Healthcare Institute Limited,Financial Results,05-11-2024
JINDALSTEL,JINDAL STEEL LIMITED,Financial Results,06-11-2024
LUPIN,Lupin Limited,Financial Results/Other business matters,07-11-2024
SHYAMMETL,Shyam Metalics and Energy Limited,Financial Results,07-11-2024
VIPCLOTHNG,VIP Clothing Limited,Financial Results,08-11-2024
GANECOS,Ganesha Ecosphere Limited,Financial Results/Dividend,12-11-2024
RISHABH,Rishabh Instruments Limited,Financial Results,12-11-2024
ELECTHERM,Electrotherm (India) Limited,Financial Results,13-11-2024
CANFINHOME,Can Fin Homes Limited,Financial Results/Fund Raising,22-10-2024
IDBI,IDBI Bank Limited,Financial Results,25-10-2024
ABCAPITAL,Aditya Birla Capital Limited,Financial Results,30-10-2024
KEC,KEC International Limited,Financial Results,04-11-2024
AMBIKCO,Ambika Cotton Mills Limited,Financial Results,08-11-2024
CAMPUS,Campus Activewear Limited,Financial Results,11-11-2024
CELLO,Cello World Limited,Financial Results,12-11-2024
HIKAL,Hikal Limited,Financial Results,12-11-2024
KELLTONTEC,Kellton Tech Solutions Limited,Financial Results,12-11-2024
LOTUSEYE,Lotus Eye Hospital and Institute Limited,Financial Results,12-11-2024
SOMATEX,Soma Textiles & Industries Limited,Financial Results,12-11-2024
WINDLAS,Windlas Biotech Limited,Financial Results,12-11-2024
VARDMNPOLY,Vardhman Polytex Limited,Other business matters,22-08-2024
AVROIND,AVRO INDIA LIMITED,Fund Raising/Other business matters,28-08-2024
UMAEXPORTS,Uma Exports Limited,Fund Raising,07-09-2024
SENCO,Senco Gold Limited,Stock Split/Fund Raising,04-10-2024
GLOBAL,Global Education Limited,Financial Results/Dividend,22-10-2024
BLISSGVS,Bliss GVS Pharma Limited,Financial Results/Other business matters,24-10-2024
JSWSTEEL,JSW Steel Limited,Financial Results,25-10-2024
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,Bonus/Other business matters,26-10-2024
ARVIND,Arvind Limited,Financial Results,28-10-2024
RICOAUTO,Rico Auto Industries Limited,Financial Results,11-11-2024
FOCUS,Focus Lighting and Fixtures Limited,Financial Results/Other business matters,12-11-2024
INDIANHUME,Indian Hume Pipe Company Limited,Financial Results,13-11-2024
STYLEBAAZA,Baazar Style Retail Limited,Financial Results,25-09-2024
LYKALABS,Lyka Labs Limited,Other business matters,11-10-2024
CUB,City Union Bank Limited,Financial Results,21-10-2024
ASALCBR,Associated Alcohols & Breweries Ltd.,Financial Results,24-10-2024
MINDSPACE,Mindspace Business Parks REIT,Financial Results/Dividend,25-10-2024
GALLANTT,Gallantt Ispat Limited,Financial Results/Other business matters,28-10-2024
TVTODAY,TV Today Network Limited,Financial Results,28-10-2024
MEGASTAR,Megastar Foods Limited,Financial Results/Other business matters,05-11-2024
COCHINSHIP,Cochin Shipyard Limited,Financial Results/Dividend/Fund Raising,07-11-2024
